aoi_id,city,label,label_source,prediction_probability_gated,confidence_bin,area_bin,far_bin,poi_density_bin,poi_count_bin,has_boundary_in_controlled_release,has_imagery_in_controlled_release
GBA-10-97772bea3713,Hong Kong,gated,MCGC_model_prediction,0.6634,low,5k_10k_m2,<1,0,0,yes,yes
GBA-10-977afe9c3808,Hong Kong,gated,MCGC_model_prediction,0.6646,low,<5k_m2,<1,0,0,yes,yes
GBA-10-977d0b65e117,Hong Kong,gated,MCGC_model_prediction,0.6802,low,<5k_m2,<1,0,0,yes,yes
GBA-10-977e2e785bf6,Hong Kong,open,MCGC_model_prediction,0.0075,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-978643764fae,Hong Kong,gated,MCGC_model_prediction,0.5049,low,<5k_m2,4_8,0.002_0.005,1_2,yes,yes
GBA-10-97881081d7cf,Hong Kong,gated,MCGC_model_prediction,0.9910,very_high,25k_50k_m2,1_2,0_0.0005,1_2,yes,yes
GBA-10-9792150e4982,Hong Kong,open,MCGC_model_prediction,0.4404,low,<5k_m2,1_2,0,0,yes,yes
GBA-10-979a85fe5308,Hong Kong,open,MCGC_model_prediction,0.2287,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-97ab683eb4bb,Hong Kong,gated,MCGC_model_prediction,0.9813,very_high,25k_50k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-97ac8c2f1a5a,Hong Kong,open,MCGC_model_prediction,0.0344,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-97b09c0fc232,Hong Kong,open,MCGC_model_prediction,0.0209,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-97b15533d3c5,Hong Kong,open,MCGC_model_prediction,0.0156,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-97b1eeaa0341,Hong Kong,open,MCGC_model_prediction,0.1848,medium,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-97c207a3af95,Hong Kong,open,MCGC_model_prediction,0.0119,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-97c7a17d833c,Hong Kong,open,MCGC_model_prediction,0.3070,low,<5k_m2,2_4,0,0,yes,yes
GBA-10-97d11d7c0302,Hong Kong,open,MCGC_model_prediction,0.0609,high,<5k_m2,<1,0,0,yes,yes
GBA-10-97d301ae0a04,Hong Kong,open,MCGC_model_prediction,0.4135,low,5k_10k_m2,2_4,0,0,yes,yes
GBA-10-97db681cdfcc,Hong Kong,gated,MCGC_model_prediction,0.6609,low,50k_100k_m2,2_4,0_0.0005,1_2,yes,yes
GBA-10-97dea6c376e4,Hong Kong,open,MCGC_model_prediction,0.0363,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-97e0978820fb,Hong Kong,open,MCGC_model_prediction,0.0619,high,<5k_m2,1_2,0,0,yes,yes
GBA-10-97e81ed490fc,Hong Kong,open,MCGC_model_prediction,0.4633,low,<5k_m2,2_4,0.001_0.002,3_5,yes,yes
GBA-10-97e8252c9390,Hong Kong,open,MCGC_model_prediction,0.3342,low,<5k_m2,2_4,0,0,yes,yes
GBA-10-97eb0ff35c7d,Hong Kong,open,MCGC_model_prediction,0.2421,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-97ecb643cfdf,Hong Kong,open,MCGC_model_prediction,0.2829,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-97f6a812e70d,Hong Kong,open,MCGC_model_prediction,0.1576,medium,<5k_m2,1_2,0,0,yes,yes
GBA-10-97fbf2ce5e94,Hong Kong,gated,MCGC_model_prediction,0.9836,very_high,5k_10k_m2,4_8,0,0,yes,yes
GBA-10-9806397ae2b4,Hong Kong,open,MCGC_model_prediction,0.3108,low,<5k_m2,<1,0,0,yes,yes
GBA-10-980c53a7ce11,Hong Kong,gated,MCGC_model_prediction,0.9914,very_high,>=100k_m2,1_2,0_0.0005,>5,yes,yes
GBA-10-980fc2a9c89c,Hong Kong,gated,MCGC_model_prediction,0.5459,low,<5k_m2,<1,0,0,yes,yes
GBA-10-9816f104a14c,Hong Kong,open,MCGC_model_prediction,0.0592,high,<5k_m2,<1,0,0,yes,yes
GBA-10-9828c7a55903,Hong Kong,open,MCGC_model_prediction,0.3221,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-983157e3b1e3,Hong Kong,open,MCGC_model_prediction,0.0312,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-98338e82de58,Hong Kong,open,MCGC_model_prediction,0.0060,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9839375845de,Hong Kong,open,MCGC_model_prediction,0.0285,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-983db893e92e,Hong Kong,open,MCGC_model_prediction,0.1913,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-984ea1df3979,Hong Kong,open,MCGC_model_prediction,0.1237,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-984f602ebff0,Hong Kong,gated,MCGC_model_prediction,0.7250,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-98646cbc0675,Hong Kong,open,MCGC_model_prediction,0.0346,very_high,50k_100k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-9873edda7577,Hong Kong,open,MCGC_model_prediction,0.0211,very_high,<5k_m2,4_8,0,0,yes,yes
GBA-10-9875c4a302f3,Hong Kong,open,MCGC_model_prediction,0.4323,low,<5k_m2,<1,0,0,yes,yes
GBA-10-987bdc1a427c,Hong Kong,open,MCGC_model_prediction,0.0294,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-987e086f9db7,Hong Kong,open,MCGC_model_prediction,0.0515,high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-98802ad3ef72,Hong Kong,open,MCGC_model_prediction,0.0494,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-988127b60754,Hong Kong,open,MCGC_model_prediction,0.4069,low,<5k_m2,<1,0,0,yes,yes
GBA-10-988ab98aa17a,Hong Kong,open,MCGC_model_prediction,0.2823,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-98930aed70d7,Hong Kong,open,MCGC_model_prediction,0.0714,high,<5k_m2,<1,0,0,yes,yes
GBA-10-989652d004dc,Hong Kong,open,MCGC_model_prediction,0.1589,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-9896d16bc5d3,Hong Kong,open,MCGC_model_prediction,0.2834,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-98a1ad9a044a,Hong Kong,open,MCGC_model_prediction,0.1604,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-98a3a7115613,Hong Kong,open,MCGC_model_prediction,0.0192,very_high,<5k_m2,<1,>=0.005,1_2,yes,yes
GBA-10-98ae5770311f,Hong Kong,open,MCGC_model_prediction,0.4540,low,<5k_m2,4_8,0,0,yes,yes
GBA-10-98cb69f2478a,Hong Kong,open,MCGC_model_prediction,0.2662,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-98d188fdaf66,Hong Kong,open,MCGC_model_prediction,0.3540,low,<5k_m2,<1,0,0,yes,yes
GBA-10-98dd82e09344,Hong Kong,open,MCGC_model_prediction,0.0990,high,5k_10k_m2,<1,0,0,yes,yes
GBA-10-98e2d507abdd,Hong Kong,gated,MCGC_model_prediction,0.9680,very_high,5k_10k_m2,<1,0,0,yes,yes
GBA-10-98e8cb72c534,Hong Kong,open,MCGC_model_prediction,0.0176,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-98f2d0f6ea80,Hong Kong,open,MCGC_model_prediction,0.1529,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-98f9e397a748,Hong Kong,open,MCGC_model_prediction,0.0861,high,<5k_m2,<1,0,0,yes,yes
GBA-10-98fea6e5e50e,Hong Kong,open,MCGC_model_prediction,0.3799,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-9907df643d83,Hong Kong,open,MCGC_model_prediction,0.0449,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-99154b8e799f,Hong Kong,open,MCGC_model_prediction,0.0060,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-991bb9e2a3b7,Hong Kong,open,MCGC_model_prediction,0.0564,high,<5k_m2,<1,0,0,yes,yes
GBA-10-99271f3518ac,Hong Kong,open,MCGC_model_prediction,0.0786,high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-992735066ce9,Hong Kong,gated,MCGC_model_prediction,0.9172,high,10k_25k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-992d5c6fa0b7,Hong Kong,open,MCGC_model_prediction,0.3738,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-992db0de896c,Hong Kong,open,MCGC_model_prediction,0.0311,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9935262cf804,Hong Kong,open,MCGC_model_prediction,0.0074,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-993d343447dd,Hong Kong,gated,MCGC_model_prediction,0.8057,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-993ed9aef4dc,Hong Kong,open,MCGC_model_prediction,0.0381,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-99416e7bb154,Hong Kong,open,MCGC_model_prediction,0.1742,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-99417afd441f,Hong Kong,open,MCGC_model_prediction,0.0100,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9945714f0a25,Hong Kong,open,MCGC_model_prediction,0.0571,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9946d16c0ec5,Hong Kong,open,MCGC_model_prediction,0.0717,high,<5k_m2,4_8,0,0,yes,yes
GBA-10-99497f02f149,Hong Kong,open,MCGC_model_prediction,0.0156,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-995080fdd14a,Hong Kong,open,MCGC_model_prediction,0.0248,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9959330a9714,Hong Kong,open,MCGC_model_prediction,0.0848,high,5k_10k_m2,<1,0,0,yes,yes
GBA-10-9968463a8ef5,Hong Kong,open,MCGC_model_prediction,0.3987,low,<5k_m2,1_2,0.0005_0.001,3_5,yes,yes
GBA-10-996b956eadf9,Hong Kong,open,MCGC_model_prediction,0.3267,low,<5k_m2,<1,0,0,yes,yes
GBA-10-99773378ef03,Hong Kong,open,MCGC_model_prediction,0.0461,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-997bfc274129,Hong Kong,open,MCGC_model_prediction,0.0160,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-997d1956435a,Hong Kong,gated,MCGC_model_prediction,0.6189,low,<5k_m2,<1,0,0,yes,yes
GBA-10-998c99a5ec95,Hong Kong,open,MCGC_model_prediction,0.0092,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-998e041cba0c,Hong Kong,open,MCGC_model_prediction,0.0241,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-99922985dde1,Hong Kong,gated,MCGC_model_prediction,0.5154,low,<5k_m2,1_2,0,0,yes,yes
GBA-10-99924b0d0240,Hong Kong,gated,MCGC_model_prediction,0.7940,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-999629d3c31b,Hong Kong,open,MCGC_model_prediction,0.0233,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-999ed5fe3c8a,Hong Kong,open,MCGC_model_prediction,0.4173,low,<5k_m2,2_4,0,0,yes,yes
GBA-10-99b82f8bbc6f,Hong Kong,gated,MCGC_model_prediction,0.5504,low,<5k_m2,<1,0,0,yes,yes
GBA-10-99b8cbb97217,Hong Kong,gated,MCGC_model_prediction,0.9479,high,<5k_m2,<1,0,0,yes,yes
GBA-10-99bbb0e484fc,Hong Kong,open,MCGC_model_prediction,0.0524,high,<5k_m2,<1,0,0,yes,yes
GBA-10-99bf1ed8f4a7,Hong Kong,open,MCGC_model_prediction,0.1010,high,<5k_m2,4_8,0,0,yes,yes
GBA-10-99c3c5a0554c,Hong Kong,open,MCGC_model_prediction,0.0357,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-99cc80bbcf30,Hong Kong,open,MCGC_model_prediction,0.1700,medium,<5k_m2,4_8,0.002_0.005,1_2,yes,yes
GBA-10-99d81ca78196,Hong Kong,gated,MCGC_model_prediction,0.9869,very_high,25k_50k_m2,2_4,0,0,yes,yes
GBA-10-99d8727f223a,Hong Kong,open,MCGC_model_prediction,0.2351,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-99da84e5c6c4,Hong Kong,gated,MCGC_model_prediction,0.5662,low,<5k_m2,1_2,0,0,yes,yes
GBA-10-99da8e32c0ba,Hong Kong,open,MCGC_model_prediction,0.0241,very_high,<5k_m2,4_8,0.002_0.005,3_5,yes,yes
GBA-10-99dabbd42a6d,Hong Kong,open,MCGC_model_prediction,0.0479,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-99e0d5dcce69,Hong Kong,open,MCGC_model_prediction,0.0347,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-99e2b33f5b5c,Hong Kong,gated,MCGC_model_prediction,0.8817,high,<5k_m2,2_4,0,0,yes,yes
GBA-10-99e2d0bf4019,Hong Kong,open,MCGC_model_prediction,0.3910,low,<5k_m2,2_4,0.0005_0.001,1_2,yes,yes
GBA-10-99ee4019eaaa,Hong Kong,open,MCGC_model_prediction,0.0060,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-99f65850d9cb,Hong Kong,gated,MCGC_model_prediction,0.9940,very_high,50k_100k_m2,1_2,0_0.0005,3_5,yes,yes
GBA-10-99f8d09e73d5,Hong Kong,open,MCGC_model_prediction,0.2996,medium,<5k_m2,1_2,0,0,yes,yes
GBA-10-99fd62234b9d,Hong Kong,open,MCGC_model_prediction,0.0128,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-99ffac7ae02a,Hong Kong,open,MCGC_model_prediction,0.3221,low,<5k_m2,<1,0,0,yes,yes
GBA-10-9a03d3fb3b72,Hong Kong,open,MCGC_model_prediction,0.3209,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-9a10b8a78d00,Hong Kong,open,MCGC_model_prediction,0.0271,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9a180b4b9565,Hong Kong,open,MCGC_model_prediction,0.1570,medium,<5k_m2,4_8,0,0,yes,yes
GBA-10-9a1f087b6f8f,Hong Kong,open,MCGC_model_prediction,0.3743,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-9a24bd234eb3,Hong Kong,open,MCGC_model_prediction,0.3064,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-9a2927e1e9c1,Hong Kong,open,MCGC_model_prediction,0.0374,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9a2b2b8207c5,Hong Kong,open,MCGC_model_prediction,0.0806,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9a332e3cf17c,Hong Kong,open,MCGC_model_prediction,0.1196,high,<5k_m2,1_2,0,0,yes,yes
GBA-10-9a376dd3475f,Hong Kong,open,MCGC_model_prediction,0.1165,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9a377230c10c,Hong Kong,gated,MCGC_model_prediction,0.6962,low,10k_25k_m2,2_4,0,0,yes,yes
GBA-10-9a4985f6bbe8,Hong Kong,open,MCGC_model_prediction,0.1075,high,<5k_m2,2_4,0_0.0005,1_2,yes,yes
GBA-10-9a49e1a78feb,Hong Kong,open,MCGC_model_prediction,0.3152,low,<5k_m2,4_8,0.0005_0.001,1_2,yes,yes
GBA-10-9a4d2706e541,Hong Kong,gated,MCGC_model_prediction,0.5754,low,<5k_m2,<1,0,0,yes,yes
GBA-10-9a547b307fa1,Hong Kong,open,MCGC_model_prediction,0.0368,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-9a5613207eec,Hong Kong,open,MCGC_model_prediction,0.0090,very_high,<5k_m2,<1,0.002_0.005,1_2,yes,yes
GBA-10-9a59c89c9f2e,Hong Kong,gated,MCGC_model_prediction,0.7377,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-9a5ba2f1c2e7,Hong Kong,open,MCGC_model_prediction,0.0205,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9a5eab15c1ad,Hong Kong,open,MCGC_model_prediction,0.0192,very_high,<5k_m2,>=8,0.0005_0.001,1_2,yes,yes
GBA-10-9a618925a7ca,Hong Kong,open,MCGC_model_prediction,0.1106,high,<5k_m2,<1,0,0,yes,yes
GBA-10-9a61bd773397,Hong Kong,gated,MCGC_model_prediction,0.6176,low,<5k_m2,<1,0,0,yes,yes
GBA-10-9a676e87bdf6,Hong Kong,open,MCGC_model_prediction,0.0277,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9a6ab7b36cf7,Hong Kong,open,MCGC_model_prediction,0.0401,very_high,5k_10k_m2,<1,0,0,yes,yes
GBA-10-9a6cc054a39c,Hong Kong,gated,MCGC_model_prediction,0.9342,high,<5k_m2,4_8,0.0005_0.001,3_5,yes,yes
GBA-10-9a6e5acbd3bd,Hong Kong,open,MCGC_model_prediction,0.3265,low,5k_10k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-9a6fd082ade2,Hong Kong,gated,MCGC_model_prediction,0.9772,very_high,5k_10k_m2,<1,0,0,yes,yes
GBA-10-9a7ac4bf7a22,Hong Kong,open,MCGC_model_prediction,0.1645,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-9a7f205e546f,Hong Kong,open,MCGC_model_prediction,0.0123,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9a8382b9ec6f,Hong Kong,gated,MCGC_model_prediction,0.9408,high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-9a8641b3cf35,Hong Kong,open,MCGC_model_prediction,0.4587,low,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-9a8f5a1216f9,Hong Kong,open,MCGC_model_prediction,0.3102,low,<5k_m2,4_8,0.002_0.005,1_2,yes,yes
GBA-10-9a9fc1fc9010,Hong Kong,open,MCGC_model_prediction,0.0051,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9aadbe8f135f,Hong Kong,open,MCGC_model_prediction,0.0400,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9aae657cb57a,Hong Kong,open,MCGC_model_prediction,0.0105,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9aba0df8c9ba,Hong Kong,open,MCGC_model_prediction,0.0208,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9abb9072d7f5,Hong Kong,open,MCGC_model_prediction,0.0149,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-9ac8371145f4,Hong Kong,gated,MCGC_model_prediction,0.5830,low,10k_25k_m2,1_2,0,0,yes,yes
GBA-10-9ac9c376f55f,Hong Kong,gated,MCGC_model_prediction,0.7375,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-9ace46b96754,Hong Kong,open,MCGC_model_prediction,0.2915,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-9ae59dd67bf0,Hong Kong,open,MCGC_model_prediction,0.0204,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-9aec642b776f,Hong Kong,gated,MCGC_model_prediction,0.5750,low,10k_25k_m2,<1,0,0,yes,yes
GBA-10-9afe4158dbf7,Hong Kong,open,MCGC_model_prediction,0.2409,medium,<5k_m2,<1,>=0.005,1_2,yes,yes
GBA-10-9afeae16367e,Hong Kong,open,MCGC_model_prediction,0.0372,very_high,<5k_m2,<1,0.002_0.005,1_2,yes,yes
GBA-10-9b039b5297c8,Hong Kong,open,MCGC_model_prediction,0.0734,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9b0756292054,Hong Kong,gated,MCGC_model_prediction,0.9846,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9b18bec5a88c,Hong Kong,open,MCGC_model_prediction,0.0141,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-9b2ba24c718d,Hong Kong,open,MCGC_model_prediction,0.1489,high,<5k_m2,<1,0,0,yes,yes
GBA-10-9b2d51ebe2ad,Hong Kong,gated,MCGC_model_prediction,0.5896,low,<5k_m2,<1,0,0,yes,yes
GBA-10-9b3283641552,Hong Kong,open,MCGC_model_prediction,0.3762,low,<5k_m2,<1,0,0,yes,yes
GBA-10-9b376e9ced2c,Hong Kong,open,MCGC_model_prediction,0.2569,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-9b3cbb332063,Hong Kong,open,MCGC_model_prediction,0.0079,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-9b4c8aaf22ea,Hong Kong,open,MCGC_model_prediction,0.0080,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9b5845c5e473,Hong Kong,open,MCGC_model_prediction,0.0318,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9b5bf7ad9511,Hong Kong,open,MCGC_model_prediction,0.2541,medium,<5k_m2,4_8,0,0,yes,yes
GBA-10-9b642258d7b9,Hong Kong,open,MCGC_model_prediction,0.0410,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9b6868d2aaf1,Hong Kong,open,MCGC_model_prediction,0.0651,high,<5k_m2,1_2,0,0,yes,yes
GBA-10-9b6955d16a1e,Hong Kong,open,MCGC_model_prediction,0.3704,low,<5k_m2,<1,0,0,yes,yes
GBA-10-9b740d12e788,Hong Kong,open,MCGC_model_prediction,0.2478,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-9b752095770d,Hong Kong,open,MCGC_model_prediction,0.0576,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9b79111d6452,Hong Kong,open,MCGC_model_prediction,0.0256,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9b826307967b,Hong Kong,open,MCGC_model_prediction,0.0082,very_high,<5k_m2,4_8,0,0,yes,yes
GBA-10-9b82755fd9f8,Hong Kong,gated,MCGC_model_prediction,0.8212,medium,10k_25k_m2,<1,0,0,yes,yes
GBA-10-9b8ade62334b,Hong Kong,gated,MCGC_model_prediction,0.5900,low,<5k_m2,<1,0,0,yes,yes
GBA-10-9b921955ac8f,Hong Kong,gated,MCGC_model_prediction,0.7779,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-9b975d568c22,Hong Kong,gated,MCGC_model_prediction,0.7853,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-9b98dedc67cc,Hong Kong,open,MCGC_model_prediction,0.0056,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9b9977580b51,Hong Kong,open,MCGC_model_prediction,0.0131,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9b997a861388,Hong Kong,open,MCGC_model_prediction,0.3650,low,5k_10k_m2,2_4,0,0,yes,yes
GBA-10-9b99fe959398,Hong Kong,open,MCGC_model_prediction,0.0124,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-9b9d0fd94626,Hong Kong,open,MCGC_model_prediction,0.0061,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9ba2be1f8795,Hong Kong,open,MCGC_model_prediction,0.1531,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-9ba472dd7d47,Hong Kong,open,MCGC_model_prediction,0.0085,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9ba4ea947359,Hong Kong,gated,MCGC_model_prediction,0.9864,very_high,10k_25k_m2,2_4,0,0,yes,yes
GBA-10-9ba9ecdf15f2,Hong Kong,open,MCGC_model_prediction,0.0087,very_high,<5k_m2,>=8,>=0.005,>5,yes,yes
GBA-10-9bad78d911a1,Hong Kong,open,MCGC_model_prediction,0.3736,low,50k_100k_m2,2_4,0_0.0005,3_5,yes,yes
GBA-10-9bbcec2298e9,Hong Kong,gated,MCGC_model_prediction,0.6218,low,5k_10k_m2,2_4,0,0,yes,yes
GBA-10-9bc2e1461cb3,Hong Kong,open,MCGC_model_prediction,0.1965,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-9bc35b217c57,Hong Kong,open,MCGC_model_prediction,0.0712,high,<5k_m2,1_2,0,0,yes,yes
GBA-10-9bcf862340c9,Hong Kong,open,MCGC_model_prediction,0.2486,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-9be0f4198744,Hong Kong,open,MCGC_model_prediction,0.4668,low,<5k_m2,4_8,0_0.0005,1_2,yes,yes
GBA-10-9be57f81a7a0,Hong Kong,gated,MCGC_model_prediction,0.9499,high,<5k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-9bf5fe8baf44,Hong Kong,gated,MCGC_model_prediction,0.9754,very_high,10k_25k_m2,2_4,0,0,yes,yes
GBA-10-9bfb9a476065,Hong Kong,open,MCGC_model_prediction,0.0079,very_high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-9c00e1c5de4f,Hong Kong,open,MCGC_model_prediction,0.4148,low,<5k_m2,1_2,0,0,yes,yes
GBA-10-9c04a4bf8962,Hong Kong,gated,MCGC_model_prediction,0.8067,medium,5k_10k_m2,2_4,0.0005_0.001,3_5,yes,yes
GBA-10-9c0fef606e26,Hong Kong,gated,MCGC_model_prediction,0.5111,low,<5k_m2,<1,0,0,yes,yes
GBA-10-9c1059be0206,Hong Kong,open,MCGC_model_prediction,0.0220,very_high,<5k_m2,>=8,0.001_0.002,1_2,yes,yes
GBA-10-9c140d7b264d,Hong Kong,open,MCGC_model_prediction,0.0347,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9c1c15762dae,Hong Kong,open,MCGC_model_prediction,0.0091,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9c21ac2ab08e,Hong Kong,open,MCGC_model_prediction,0.1995,medium,<5k_m2,1_2,0,0,yes,yes
GBA-10-9c2206e30817,Hong Kong,open,MCGC_model_prediction,0.3483,low,<5k_m2,2_4,0_0.0005,1_2,yes,yes
GBA-10-9c3aab2b15e7,Hong Kong,gated,MCGC_model_prediction,0.9246,high,5k_10k_m2,2_4,0.001_0.002,>5,yes,yes
GBA-10-9c51f94ec32e,Hong Kong,gated,MCGC_model_prediction,0.9120,high,10k_25k_m2,<1,0,0,yes,yes
GBA-10-9c60cd980c81,Hong Kong,open,MCGC_model_prediction,0.0082,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-9c6b4778dd30,Hong Kong,open,MCGC_model_prediction,0.3518,low,<5k_m2,>=8,0.001_0.002,3_5,yes,yes
GBA-10-9c6f9e4a220d,Hong Kong,open,MCGC_model_prediction,0.4058,low,<5k_m2,<1,0,0,yes,yes
GBA-10-9c7180a7bae7,Hong Kong,open,MCGC_model_prediction,0.0092,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-9c7293558343,Hong Kong,gated,MCGC_model_prediction,0.8388,medium,25k_50k_m2,<1,0_0.0005,3_5,yes,yes
GBA-10-9c8f4b648ed0,Hong Kong,open,MCGC_model_prediction,0.4730,low,<5k_m2,<1,0,0,yes,yes
GBA-10-9c953f81a1f3,Hong Kong,open,MCGC_model_prediction,0.0819,high,10k_25k_m2,<1,0,0,yes,yes
GBA-10-9c9c62e0bdab,Hong Kong,open,MCGC_model_prediction,0.0663,high,50k_100k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-9cb09233c7dc,Hong Kong,gated,MCGC_model_prediction,0.8585,high,25k_50k_m2,<1,0_0.0005,>5,yes,yes
GBA-10-9cb7668f4f4f,Hong Kong,open,MCGC_model_prediction,0.4235,low,<5k_m2,4_8,0_0.0005,1_2,yes,yes
GBA-10-9cb9e38a1ba9,Hong Kong,open,MCGC_model_prediction,0.1908,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-9cb9fca05746,Hong Kong,open,MCGC_model_prediction,0.2151,medium,<5k_m2,>=8,>=0.005,3_5,yes,yes
GBA-10-9cba9dbfcc8f,Hong Kong,gated,MCGC_model_prediction,0.9915,very_high,10k_25k_m2,<1,0,0,yes,yes
