aoi_id,city,centroid_lon,centroid_lat,area_m2,label,label_source,prediction_probability_gated,confidence_bin,area_bin,far_bin,poi_density_bin,poi_count_bin,has_boundary_in_controlled_release,has_imagery_in_controlled_release
GBA-10-5179982a5d31,Hong Kong,114.231717,22.473297,8357.47,open,MCGC_model_prediction,0.1299,high,5k_10k_m2,<1,0_0.0005,3_5,yes,yes
GBA-10-5199f5238280,Hong Kong,114.128516,22.282787,176.13,open,MCGC_model_prediction,0.0058,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-51a6abe9df91,Hong Kong,113.998475,22.487460,1236.06,open,MCGC_model_prediction,0.1035,high,<5k_m2,<1,0,0,yes,yes
GBA-10-51aa37dfd1f5,Hong Kong,114.111857,22.369741,4688.88,open,MCGC_model_prediction,0.3483,low,<5k_m2,2_4,0_0.0005,1_2,yes,yes
GBA-10-51ad68bf6ca0,Hong Kong,114.188061,22.325462,11218.11,open,MCGC_model_prediction,0.4655,low,10k_25k_m2,1_2,0,0,yes,yes
GBA-10-51b0b86ba133,Hong Kong,114.224434,22.404134,69627.13,gated,MCGC_model_prediction,0.9937,very_high,50k_100k_m2,1_2,0_0.0005,3_5,yes,yes
GBA-10-51b188e1dc84,Hong Kong,113.999588,22.475381,164.34,open,MCGC_model_prediction,0.0144,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-51b436709bdd,Hong Kong,114.148935,22.249463,238.06,open,MCGC_model_prediction,0.2568,medium,<5k_m2,2_4,0.002_0.005,1_2,yes,yes
GBA-10-51bdba250bb3,Hong Kong,114.028226,22.211747,602.69,open,MCGC_model_prediction,0.0320,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-51c6aa45072f,Hong Kong,114.184906,22.328352,1105.05,open,MCGC_model_prediction,0.1519,medium,<5k_m2,1_2,0,0,yes,yes
GBA-10-51d0a2e2099d,Hong Kong,114.154222,22.243355,455.28,open,MCGC_model_prediction,0.0437,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-51db92a17576,Hong Kong,114.182097,22.277434,127.43,open,MCGC_model_prediction,0.2899,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-51decb04f41d,Hong Kong,114.005183,22.437754,1200.14,open,MCGC_model_prediction,0.0486,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-51f616cb41f6,Hong Kong,113.996340,22.267441,985.13,open,MCGC_model_prediction,0.0083,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-5200fa8322bf,Hong Kong,114.141712,22.283314,634.18,open,MCGC_model_prediction,0.2343,medium,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-52028bc1ac33,Hong Kong,113.990439,22.464602,362.77,open,MCGC_model_prediction,0.0050,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-520da39ec393,Hong Kong,114.052654,22.443278,331.76,open,MCGC_model_prediction,0.0065,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-521372265edb,Hong Kong,114.022439,22.433987,8568.08,open,MCGC_model_prediction,0.3898,low,5k_10k_m2,<1,0,0,yes,yes
GBA-10-52179c6855a0,Hong Kong,114.250906,22.266285,25921.84,gated,MCGC_model_prediction,0.9240,high,25k_50k_m2,1_2,0_0.0005,3_5,yes,yes
GBA-10-52196473563d,Hong Kong,114.178619,22.279347,926.20,open,MCGC_model_prediction,0.1060,high,<5k_m2,<1,0,0,yes,yes
GBA-10-522904c65b79,Hong Kong,114.171888,22.316563,538.10,open,MCGC_model_prediction,0.0330,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-523e97f1c4f5,Hong Kong,114.169126,22.325501,299.52,open,MCGC_model_prediction,0.0255,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-5240ee7233f3,Hong Kong,114.076863,22.419767,14646.27,gated,MCGC_model_prediction,0.5864,low,10k_25k_m2,<1,0,0,yes,yes
GBA-10-5257c7080d4e,Hong Kong,114.189202,22.321524,11318.36,gated,MCGC_model_prediction,0.8898,high,10k_25k_m2,4_8,0.0005_0.001,>5,yes,yes
GBA-10-5258339d5b19,Hong Kong,114.193325,22.252955,1871.18,open,MCGC_model_prediction,0.0306,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-526164c4ce07,Hong Kong,114.175949,22.338993,1020.41,gated,MCGC_model_prediction,0.7961,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-5263de88e555,Hong Kong,114.190789,22.237828,1423.07,open,MCGC_model_prediction,0.0192,very_high,<5k_m2,4_8,0,0,yes,yes
GBA-10-526ecb028973,Hong Kong,114.224424,22.545361,366.46,open,MCGC_model_prediction,0.0718,high,<5k_m2,2_4,0,0,yes,yes
GBA-10-52711aff395d,Hong Kong,114.167267,22.334766,616.51,open,MCGC_model_prediction,0.2101,medium,<5k_m2,1_2,0.002_0.005,1_2,yes,yes
GBA-10-527b60d148cd,Hong Kong,114.015626,22.433109,813.81,open,MCGC_model_prediction,0.0077,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-5286194ee070,Hong Kong,114.177374,22.247446,4601.78,open,MCGC_model_prediction,0.1108,high,<5k_m2,<1,0,0,yes,yes
GBA-10-528fd2482f7f,Hong Kong,114.185526,22.275751,673.49,open,MCGC_model_prediction,0.0427,very_high,<5k_m2,4_8,0,0,yes,yes
GBA-10-52986884020f,Hong Kong,114.191043,22.238167,1122.59,open,MCGC_model_prediction,0.2699,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-529aa0cc9a54,Hong Kong,114.018709,22.432564,472.85,open,MCGC_model_prediction,0.3049,low,<5k_m2,<1,0,0,yes,yes
GBA-10-52ac985c43a1,Hong Kong,113.986671,22.465514,225.78,open,MCGC_model_prediction,0.0125,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-52b3683f6fc6,Hong Kong,114.173584,22.273754,439.03,open,MCGC_model_prediction,0.1219,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-52b735285ce2,Hong Kong,113.991978,22.476795,145.58,open,MCGC_model_prediction,0.0055,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-52b88d64422b,Hong Kong,114.006990,22.459141,77688.05,gated,MCGC_model_prediction,0.9925,very_high,50k_100k_m2,1_2,0,0,yes,yes
GBA-10-52bb4b5cb167,Hong Kong,114.110181,22.399130,1623.01,open,MCGC_model_prediction,0.0400,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-52c3b4c5a796,Hong Kong,114.235164,22.320662,56861.38,open,MCGC_model_prediction,0.4958,low,50k_100k_m2,1_2,0_0.0005,>5,yes,yes
GBA-10-52db694aa8ee,Hong Kong,114.182325,22.279382,483.23,gated,MCGC_model_prediction,0.9586,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-52de9672be3d,Hong Kong,114.030887,22.437935,522.84,open,MCGC_model_prediction,0.0553,high,<5k_m2,1_2,0,0,yes,yes
GBA-10-52e14d1e366b,Hong Kong,113.938390,22.283179,1715.66,open,MCGC_model_prediction,0.0801,high,<5k_m2,<1,0.001_0.002,3_5,yes,yes
GBA-10-52f086d6dc1c,Hong Kong,114.202490,22.220072,1987.37,open,MCGC_model_prediction,0.3911,low,<5k_m2,<1,0,0,yes,yes
GBA-10-52f2a30cb59d,Hong Kong,114.141173,22.283090,1370.55,open,MCGC_model_prediction,0.0327,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-52fb58371a65,Hong Kong,114.044436,22.437026,1605.16,open,MCGC_model_prediction,0.0141,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-52fce2166c6a,Hong Kong,114.187162,22.268451,1391.42,open,MCGC_model_prediction,0.0452,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-53080bb763ca,Hong Kong,114.258876,22.366589,4269.42,gated,MCGC_model_prediction,0.5884,low,<5k_m2,<1,0,0,yes,yes
GBA-10-530907cc3004,Hong Kong,114.050230,22.362625,10077.09,gated,MCGC_model_prediction,0.7038,medium,10k_25k_m2,<1,0,0,yes,yes
GBA-10-531d78616b3c,Hong Kong,114.054588,22.448311,210.83,open,MCGC_model_prediction,0.4215,low,<5k_m2,<1,0,0,yes,yes
GBA-10-53371cb4e0e7,Hong Kong,114.194158,22.290279,2538.68,open,MCGC_model_prediction,0.2884,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-533d11cc2066,Hong Kong,114.226856,22.319099,13845.62,gated,MCGC_model_prediction,0.7444,medium,10k_25k_m2,2_4,0,0,yes,yes
GBA-10-53406908aa2e,Hong Kong,114.228376,22.422606,2386.06,open,MCGC_model_prediction,0.2320,medium,<5k_m2,4_8,0,0,yes,yes
GBA-10-53509a0a6a45,Hong Kong,114.186915,22.314249,536.50,open,MCGC_model_prediction,0.2178,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-535614f11407,Hong Kong,114.184990,22.279536,151.50,open,MCGC_model_prediction,0.0239,very_high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-535ca0fd7540,Hong Kong,113.977367,22.395545,902.51,open,MCGC_model_prediction,0.1276,high,<5k_m2,1_2,0.001_0.002,1_2,yes,yes
GBA-10-53716ba8c331,Hong Kong,114.156992,22.275434,597.47,open,MCGC_model_prediction,0.0287,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-5374366ce3d4,Hong Kong,114.224713,22.315592,311.64,open,MCGC_model_prediction,0.0108,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-5378b3ad1e2e,Hong Kong,114.195068,22.269695,397.19,open,MCGC_model_prediction,0.0082,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-537948991524,Hong Kong,114.254300,22.228909,508.58,open,MCGC_model_prediction,0.0061,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-537970256d39,Hong Kong,114.179875,22.367060,12298.97,gated,MCGC_model_prediction,0.6978,low,10k_25k_m2,1_2,0,0,yes,yes
GBA-10-537ea425594e,Hong Kong,114.236102,22.331965,9929.76,gated,MCGC_model_prediction,0.5744,low,5k_10k_m2,<1,0,0,yes,yes
GBA-10-538443f7568e,Hong Kong,114.187878,22.346145,50096.79,gated,MCGC_model_prediction,0.9841,very_high,50k_100k_m2,1_2,0_0.0005,1_2,yes,yes
GBA-10-5390b137f95d,Hong Kong,114.159118,22.276044,1074.32,open,MCGC_model_prediction,0.1315,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-5392cce8ee05,Hong Kong,114.003475,22.439777,8809.52,open,MCGC_model_prediction,0.1262,high,5k_10k_m2,<1,0,0,yes,yes
GBA-10-53a5688b5f05,Hong Kong,114.184200,22.279234,164.14,open,MCGC_model_prediction,0.0362,very_high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-53a587aa0aed,Hong Kong,114.181960,22.265523,13213.48,gated,MCGC_model_prediction,0.5931,low,10k_25k_m2,2_4,0,0,yes,yes
GBA-10-53a7f54d1ddb,Hong Kong,114.096303,22.353006,27196.92,gated,MCGC_model_prediction,0.9437,high,25k_50k_m2,1_2,0,0,yes,yes
GBA-10-53b28d72af92,Hong Kong,114.181594,22.279753,405.79,gated,MCGC_model_prediction,0.6054,low,<5k_m2,4_8,0.002_0.005,1_2,yes,yes
GBA-10-53b3f2cd7e87,Hong Kong,114.114523,22.367961,7112.05,open,MCGC_model_prediction,0.4727,low,5k_10k_m2,2_4,0_0.0005,3_5,yes,yes
GBA-10-53b4822a230c,Hong Kong,114.102922,22.356146,25883.54,gated,MCGC_model_prediction,0.7814,medium,25k_50k_m2,1_2,0,0,yes,yes
GBA-10-53b844551813,Hong Kong,114.176961,22.278798,258.78,open,MCGC_model_prediction,0.2518,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-53c75f081037,Hong Kong,114.167766,22.320120,243.31,open,MCGC_model_prediction,0.0055,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-53c7f9711272,Hong Kong,114.062841,22.354350,8105.82,gated,MCGC_model_prediction,0.9541,very_high,5k_10k_m2,1_2,0,0,yes,yes
GBA-10-53cd0c079d53,Hong Kong,114.198118,22.344187,150.30,open,MCGC_model_prediction,0.2636,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-540eb9a7c726,Hong Kong,114.213031,22.217464,219.16,open,MCGC_model_prediction,0.0134,very_high,<5k_m2,4_8,0,0,yes,yes
GBA-10-541d6a6055fa,Hong Kong,114.167305,22.315325,309.93,open,MCGC_model_prediction,0.0097,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-541e6ba7a6b5,Hong Kong,114.207592,22.460231,22706.09,open,MCGC_model_prediction,0.3087,low,10k_25k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-541ef11a9029,Hong Kong,114.021925,22.370637,36478.97,gated,MCGC_model_prediction,0.5034,low,25k_50k_m2,<1,0,0,yes,yes
GBA-10-54312d7dd895,Hong Kong,114.242951,22.432620,14574.16,gated,MCGC_model_prediction,0.7630,medium,10k_25k_m2,<1,0,0,yes,yes
GBA-10-54328eec5cda,Hong Kong,114.211198,22.340410,16613.18,gated,MCGC_model_prediction,0.5575,low,10k_25k_m2,4_8,0_0.0005,1_2,yes,yes
GBA-10-5435a5d11463,Hong Kong,114.142613,22.283471,1246.16,open,MCGC_model_prediction,0.1531,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-5435ed6108e8,Hong Kong,114.175845,22.277076,255.71,open,MCGC_model_prediction,0.0166,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-543bab7d7604,Hong Kong,114.140273,22.286326,146.84,open,MCGC_model_prediction,0.0158,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-543ee33cfd43,Hong Kong,114.194028,22.286369,659.77,open,MCGC_model_prediction,0.1703,medium,<5k_m2,1_2,0,0,yes,yes
GBA-10-5440de7517c9,Hong Kong,114.272452,22.320383,4138.72,gated,MCGC_model_prediction,0.7176,medium,<5k_m2,1_2,0,0,yes,yes
GBA-10-5441e58b5938,Hong Kong,114.223926,22.406393,37086.44,gated,MCGC_model_prediction,0.6165,low,25k_50k_m2,<1,0,0,yes,yes
GBA-10-544223bf8198,Hong Kong,114.172502,22.277751,337.45,open,MCGC_model_prediction,0.0133,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-5447cf6f70b6,Hong Kong,114.176926,22.321994,1329.28,gated,MCGC_model_prediction,0.6134,low,<5k_m2,<1,0,0,yes,yes
GBA-10-544dd2f5f4f3,Hong Kong,114.140964,22.350669,103670.48,gated,MCGC_model_prediction,0.7410,medium,>=100k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-545436831c5c,Hong Kong,114.168249,22.315468,169.43,open,MCGC_model_prediction,0.0307,very_high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-545849cb30ad,Hong Kong,113.950979,22.295535,24575.73,gated,MCGC_model_prediction,0.9722,very_high,10k_25k_m2,<1,0_0.0005,3_5,yes,yes
GBA-10-546f57f01b55,Hong Kong,114.190138,22.264141,188.22,open,MCGC_model_prediction,0.0193,very_high,<5k_m2,4_8,0,0,yes,yes
GBA-10-54711d4a72d2,Hong Kong,114.028128,22.450700,4451.42,gated,MCGC_model_prediction,0.6313,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-547237ded021,Hong Kong,114.141483,22.285067,1534.26,open,MCGC_model_prediction,0.3644,low,<5k_m2,>=8,0.001_0.002,1_2,yes,yes
GBA-10-5478c21b5a19,Hong Kong,114.182075,22.332804,1646.49,open,MCGC_model_prediction,0.0947,high,<5k_m2,<1,0,0,yes,yes
GBA-10-547e70dddba5,Hong Kong,113.988385,22.462240,632.42,open,MCGC_model_prediction,0.1062,high,<5k_m2,<1,0,0,yes,yes
GBA-10-548ae1aeadc3,Hong Kong,114.082664,22.442062,401.59,open,MCGC_model_prediction,0.0085,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-548aec6366e5,Hong Kong,114.297537,22.395550,7766.22,gated,MCGC_model_prediction,0.7292,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-5490c5551228,Hong Kong,114.271834,22.376474,904.17,open,MCGC_model_prediction,0.0058,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-549bfb2b20e1,Hong Kong,114.167572,22.320243,111.49,open,MCGC_model_prediction,0.0058,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-549f20850133,Hong Kong,114.176853,22.322340,1490.43,open,MCGC_model_prediction,0.3001,low,<5k_m2,<1,0,0,yes,yes
GBA-10-54ac3d25ea9d,Hong Kong,113.995270,22.265117,7358.70,open,MCGC_model_prediction,0.2562,medium,5k_10k_m2,<1,0,0,yes,yes
GBA-10-54b5c6dcbd1a,Hong Kong,114.151192,22.284195,4255.07,open,MCGC_model_prediction,0.1787,medium,<5k_m2,4_8,0_0.0005,1_2,yes,yes
GBA-10-54b98e0b4bcc,Hong Kong,114.008614,22.445724,39569.49,open,MCGC_model_prediction,0.0789,high,25k_50k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-54c6f559c033,Hong Kong,114.186835,22.306320,131.78,gated,MCGC_model_prediction,0.5755,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-54cfe3c13740,Hong Kong,114.168703,22.315546,158.18,open,MCGC_model_prediction,0.0372,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-54d56f62fc13,Hong Kong,114.000177,22.488340,580.35,open,MCGC_model_prediction,0.0313,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-54d79025451f,Hong Kong,114.151725,22.279623,227.31,open,MCGC_model_prediction,0.0495,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-54e6edd03d26,Hong Kong,114.072041,22.436435,516.33,open,MCGC_model_prediction,0.0128,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-54ef3ab2b8b8,Hong Kong,114.191462,22.285762,212.32,open,MCGC_model_prediction,0.0061,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-54fb1e51bc4e,Hong Kong,114.190964,22.285391,591.20,open,MCGC_model_prediction,0.0123,very_high,<5k_m2,4_8,>=0.005,3_5,yes,yes
GBA-10-54fb61f1f178,Hong Kong,114.179927,22.278656,771.10,open,MCGC_model_prediction,0.0085,very_high,<5k_m2,>=8,>=0.005,3_5,yes,yes
GBA-10-54fb846be33a,Hong Kong,114.201999,22.292520,387.87,open,MCGC_model_prediction,0.0075,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-550522d551c1,Hong Kong,114.135712,22.491369,1029.61,gated,MCGC_model_prediction,0.9720,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-55086b781ea1,Hong Kong,114.212468,22.221717,1202.10,open,MCGC_model_prediction,0.3752,low,<5k_m2,<1,0,0,yes,yes
GBA-10-550f47b5ff13,Hong Kong,114.171488,22.324980,1965.09,open,MCGC_model_prediction,0.1208,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-5511be471401,Hong Kong,114.293661,22.389592,1164.34,open,MCGC_model_prediction,0.3729,low,<5k_m2,<1,0,0,yes,yes
GBA-10-55150a18d92f,Hong Kong,114.054332,22.448872,302.32,open,MCGC_model_prediction,0.0066,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-551b2c10f09a,Hong Kong,113.974315,22.422673,14138.54,open,MCGC_model_prediction,0.4553,low,10k_25k_m2,<1,0,0,yes,yes
GBA-10-551fa7c25dbc,Hong Kong,114.127257,22.282887,105.02,open,MCGC_model_prediction,0.0077,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-552a83cee17d,Hong Kong,114.059095,22.491100,3601.73,open,MCGC_model_prediction,0.0504,high,<5k_m2,<1,0,0,yes,yes
GBA-10-5531cf9c96c4,Hong Kong,113.965707,22.383301,38254.94,gated,MCGC_model_prediction,0.9888,very_high,25k_50k_m2,2_4,0_0.0005,>5,yes,yes
GBA-10-55379de21b8b,Hong Kong,114.099708,22.431380,53188.64,open,MCGC_model_prediction,0.0867,high,50k_100k_m2,<1,0,0,yes,yes
GBA-10-555030c066ee,Hong Kong,114.242284,22.336983,1302.28,gated,MCGC_model_prediction,0.8710,high,<5k_m2,<1,0,0,yes,yes
GBA-10-555250d5e662,Hong Kong,114.132813,22.286259,411.57,open,MCGC_model_prediction,0.0378,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-55562fb9f281,Hong Kong,114.147150,22.483313,1390.80,open,MCGC_model_prediction,0.0252,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-555b31cabdc3,Hong Kong,113.949177,22.235764,3292.07,open,MCGC_model_prediction,0.3738,low,<5k_m2,<1,0,0,yes,yes
GBA-10-5567f275b1d9,Hong Kong,114.127169,22.505554,781.47,open,MCGC_model_prediction,0.0059,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-556ba0431660,Hong Kong,114.151511,22.282763,1561.50,open,MCGC_model_prediction,0.3530,low,<5k_m2,2_4,0.001_0.002,1_2,yes,yes
GBA-10-556c92161ee0,Hong Kong,114.263367,22.372485,2674.24,open,MCGC_model_prediction,0.2593,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-5573e7db907f,Hong Kong,114.010052,22.432408,7554.27,gated,MCGC_model_prediction,0.9329,high,5k_10k_m2,<1,0,0,yes,yes
GBA-10-55799c5e4a3a,Hong Kong,114.134185,22.286169,356.30,open,MCGC_model_prediction,0.0237,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-558661c51b93,Hong Kong,114.001620,22.477337,272.72,open,MCGC_model_prediction,0.0056,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-558ff967ed05,Hong Kong,114.221719,22.280525,11704.35,gated,MCGC_model_prediction,0.9215,high,10k_25k_m2,1_2,0,0,yes,yes
GBA-10-55940f0ab9b8,Hong Kong,114.191474,22.285349,155.32,open,MCGC_model_prediction,0.0530,high,<5k_m2,>=8,0,0,yes,yes
GBA-10-5597ddf4cfc3,Hong Kong,114.182890,22.277896,220.15,open,MCGC_model_prediction,0.3165,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-55a047426925,Hong Kong,114.256258,22.429753,4098.40,open,MCGC_model_prediction,0.3568,low,<5k_m2,<1,0,0,yes,yes
GBA-10-55a3fa81b313,Hong Kong,114.151752,22.265380,2744.00,gated,MCGC_model_prediction,0.9105,high,<5k_m2,<1,0,0,yes,yes
GBA-10-55a45a53801b,Hong Kong,114.192006,22.287196,411.57,gated,MCGC_model_prediction,0.5347,low,<5k_m2,>=8,>=0.005,3_5,yes,yes
GBA-10-55a57d54430d,Hong Kong,114.293474,22.301547,29817.33,gated,MCGC_model_prediction,0.7242,medium,25k_50k_m2,<1,0,0,yes,yes
GBA-10-55a701cee1b0,Hong Kong,114.166878,22.330288,1149.73,open,MCGC_model_prediction,0.1062,high,<5k_m2,<1,0,0,yes,yes
GBA-10-55a96436d8bc,Hong Kong,114.107051,22.350371,1049.70,open,MCGC_model_prediction,0.3906,low,<5k_m2,<1,0,0,yes,yes
GBA-10-55ab976ede31,Hong Kong,114.171242,22.316926,281.58,open,MCGC_model_prediction,0.1799,medium,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-55c1024ff20c,Hong Kong,114.177407,22.343386,1711.75,open,MCGC_model_prediction,0.4146,low,<5k_m2,2_4,0,0,yes,yes
GBA-10-55c980181890,Hong Kong,114.202516,22.219795,2479.06,open,MCGC_model_prediction,0.3734,low,<5k_m2,1_2,0,0,yes,yes
GBA-10-55d83d338bae,Hong Kong,114.129593,22.282541,1055.17,open,MCGC_model_prediction,0.0356,very_high,<5k_m2,<1,0.001_0.002,1_2,yes,yes
GBA-10-55e23b2bd6de,Hong Kong,113.959902,22.449577,321.20,open,MCGC_model_prediction,0.0053,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-55f10cffa2b9,Hong Kong,114.063399,22.436784,2079.78,gated,MCGC_model_prediction,0.8737,high,<5k_m2,<1,0,0,yes,yes
GBA-10-55f99b949943,Hong Kong,114.263647,22.329623,887.95,open,MCGC_model_prediction,0.0644,high,<5k_m2,<1,0,0,yes,yes
GBA-10-55feacb259cb,Hong Kong,114.242369,22.507966,325.90,open,MCGC_model_prediction,0.0094,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-5603e83ceb6b,Hong Kong,114.198646,22.343831,379.77,open,MCGC_model_prediction,0.0764,high,<5k_m2,<1,>=0.005,1_2,yes,yes
GBA-10-56078f60672d,Hong Kong,114.156756,22.244616,394.92,open,MCGC_model_prediction,0.0396,very_high,<5k_m2,2_4,0,0,yes,yes
GBA-10-561184119f76,Hong Kong,114.170984,22.318170,193.73,open,MCGC_model_prediction,0.2122,medium,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-5616810c320e,Hong Kong,114.230252,22.474920,309.47,open,MCGC_model_prediction,0.1743,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-561734770a3f,Hong Kong,114.141024,22.288142,440.75,open,MCGC_model_prediction,0.0307,very_high,<5k_m2,>=8,0,0,yes,yes
GBA-10-561a14753c02,Hong Kong,114.164590,22.452557,262.10,open,MCGC_model_prediction,0.0158,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-561cdae9b254,Hong Kong,114.175853,22.442889,161.83,open,MCGC_model_prediction,0.0070,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-561d6fc2eabf,Hong Kong,114.182004,22.279462,132.84,open,MCGC_model_prediction,0.0129,very_high,<5k_m2,>=8,>=0.005,1_2,yes,yes
GBA-10-56244bba33d6,Hong Kong,114.170200,22.320227,332.06,open,MCGC_model_prediction,0.1868,medium,<5k_m2,>=8,0,0,yes,yes
GBA-10-5627ab0d9cdb,Hong Kong,114.205808,22.406737,5278.67,open,MCGC_model_prediction,0.3251,low,5k_10k_m2,<1,0,0,yes,yes
GBA-10-562a513bc837,Hong Kong,114.159318,22.329008,2672.59,open,MCGC_model_prediction,0.4281,low,<5k_m2,4_8,0_0.0005,1_2,yes,yes
GBA-10-5636fd326936,Hong Kong,114.259391,22.303536,13020.04,gated,MCGC_model_prediction,0.9762,very_high,10k_25k_m2,1_2,0,0,yes,yes
GBA-10-564a82c3587d,Hong Kong,114.111422,22.399490,3560.44,open,MCGC_model_prediction,0.2441,medium,<5k_m2,<1,0,0,yes,yes
GBA-10-56516402bb98,Hong Kong,114.186118,22.279435,199.90,open,MCGC_model_prediction,0.0134,very_high,<5k_m2,>=8,0.002_0.005,1_2,yes,yes
GBA-10-5657017a900d,Hong Kong,114.003017,22.376445,3077.13,open,MCGC_model_prediction,0.0901,high,<5k_m2,<1,0_0.0005,1_2,yes,yes
GBA-10-5675e0d9e1b8,Hong Kong,114.191300,22.266506,3481.96,gated,MCGC_model_prediction,0.6843,low,<5k_m2,<1,0,0,yes,yes
GBA-10-5677d92db000,Hong Kong,114.196617,22.344328,927.43,open,MCGC_model_prediction,0.3257,low,<5k_m2,>=8,0,0,yes,yes
GBA-10-5678f8bcc4a6,Hong Kong,114.162839,22.266753,465.28,open,MCGC_model_prediction,0.0058,very_high,<5k_m2,1_2,0,0,yes,yes
GBA-10-5679340d4a65,Hong Kong,113.998430,22.487004,194.43,open,MCGC_model_prediction,0.0339,very_high,<5k_m2,<1,0,0,yes,yes
GBA-10-568406855063,Hong Kong,114.176983,22.325169,1159.80,open,MCGC_model_prediction,0.2036,medium,<5k_m2,2_4,0,0,yes,yes
GBA-10-568a6c58c666,Hong Kong,114.161710,22.320600,1718.14,open,MCGC_model_prediction,0.2698,medium,<5k_m2,>=8,0.001_0.002,3_5,yes,yes
GBA-10-569df5d86978,Hong Kong,114.168615,22.376632,509.71,open,MCGC_model_prediction,0.3182,low,<5k_m2,<1,0,0,yes,yes
